date,unemployment_rate,inflation_rate,gdp_growth,twitter_sentiment,google_trends_index,avg_temperature,stock_index_close,mobility_change,covid_cases
2/6/2017,5.46,1.05,2.57,-0.181,51.7,16.9,2000.45,-0.78,0
3/6/2017,5.38,0.99,2.47,-0.305,51.9,20,1985.03,5.66,0
4/6/2017,5.6,1,2.17,-0.239,51.9,19.7,1993.08,-0.55,0
5/6/2017,5.34,1.1,2.27,-0.251,52,17.6,2023.27,2.49,0
6/6/2017,5.14,0.92,2.32,-0.131,52,18.2,2003.6,5.79,0
7/6/2017,5.33,1.22,2.33,-0.358,52,22.1,1999.46,0.42,0
8/6/2017,5.42,0.84,2.59,-0.449,52.1,18.7,2019.35,-4.12,0
9/6/2017,5.36,0.96,2.49,-0.235,52.3,22.9,1997.26,0.27,0
10/6/2017,5.29,1.06,2.92,-0.159,52.4,15.1,2000.31,-1.83,0
11/6/2017,5.39,1.08,2.96,-0.183,52.3,17.4,2011.13,-0.82,0
12/6/2017,5.4,1.01,2.32,-0.067,52.3,15.2,1997.22,5.95,0
13/6/2017,5.44,1.02,1.15,-0.139,52.3,15.7,1993.76,-3.67,0
14/6/2017,5.28,1.07,2.67,-0.231,52.3,16.3,1978.69,0.9,0
15/6/2017,5.11,1,2.13,-0.398,52.4,18.4,1991.86,-2.63,0
16/6/2017,5.17,1.16,2.06,-0.181,52.4,18.2,1991.77,-0.92,0
17/6/2017,5.37,1.11,2.18,-0.045,52.5,16.1,2002.82,2.23,0
18/6/2017,4.96,1.11,2.16,-0.178,52.7,12.8,1995.13,0.95,0
19/6/2017,5.18,0.93,2.48,-0.127,52.7,20.1,2022.81,-0.68,0
20/6/2017,5.02,1.02,1.83,-0.078,52.5,16.4,1990.66,-1.95,0
21/6/2017,5.1,0.99,1.98,-0.212,52.6,14.6,2015.24,0.95,0
22/6/2017,5.34,0.92,2.4,-0.039,52.8,17.2,2003.43,5.12,0
23/6/2017,5.12,1.06,2.49,0.072,52.7,16.9,2009.31,-2.7,0
24/6/2017,5.08,0.97,2.49,-0.099,52.8,15.6,2008.7,5.73,0
25/6/2017,4.79,1.09,2.06,-0.184,52.9,16.4,1979.06,3.6,0
26/6/2017,5.2,0.92,2.01,-0.068,52.9,13.6,2001.13,4.11,0
27/6/2017,5.17,1.2,2.15,-0.274,52.9,17.3,1998.62,0.93,0
28/6/2017,5.47,0.94,2.37,-0.007,52.8,13.6,1989.92,3.51,0
29/6/2017,4.96,1.05,2.75,0.014,52.6,14.2,2005.84,-3.03,0
30/6/2017,5.06,1.1,1.69,0.147,52.4,16.6,2018.41,-2,0
1/7/2017,5.06,0.97,2.23,-0.03,52.4,17.5,1974.52,2.3,0
2/7/2017,5.32,1.11,1.9,0.041,52.5,18.1,1995.91,0.89,0
3/7/2017,4.97,0.9,1.8,-0.076,52.5,16.9,1988.79,-0.45,0
4/7/2017,5.04,1.17,2.59,-0.015,52.4,13.9,2001.97,-7.51,0
5/7/2017,5.1,1.03,2.46,-0.122,52.4,11.3,1998,-1.31,0
6/7/2017,5,0.97,2.43,0.022,52.4,17,1995.2,-3.52,0
7/7/2017,4.87,1,2.58,0.021,52.6,16.8,2008.15,1.48,0
8/7/2017,4.99,1.11,2.16,0.091,52.7,12.5,2017.62,-0.57,0
9/7/2017,5.15,0.97,2.17,0.009,52.7,15.6,2027.87,-1.88,0
10/7/2017,4.73,0.95,2.96,0.09,52.6,12.9,1993.87,7.93,0
11/7/2017,4.95,1,2.23,0.058,52.5,16.4,1983.05,3.11,0
12/7/2017,4.77,0.91,2.52,0.068,52.7,12.2,2006.86,3.17,0
13/7/2017,5.14,1.21,2.3,0.119,52.9,17,2017.37,6.61,0
14/7/2017,4.59,0.97,1.74,0.124,52.7,14.4,2009.4,2.41,0
15/7/2017,4.78,1.11,1.68,0.206,52.7,16.3,2017.33,-2.31,0
16/7/2017,4.96,1.05,2.12,0.127,52.7,11.6,1999.01,-2.66,0
17/7/2017,5.19,0.93,2.61,0.113,52.7,13.2,1995.18,2.89,0
18/7/2017,4.85,1.02,2.53,0.139,52.4,10.3,2002.43,-6.18,0
19/7/2017,4.74,1.1,2.57,0.094,52.4,13.7,1997.97,-0.23,0
20/7/2017,5.22,1.01,2,0.138,52.4,13.7,2007.91,-6.51,0
21/7/2017,4.55,1.14,2.78,0.386,52.3,16.5,2010.97,0.3,0
22/7/2017,4.39,1.13,2.01,0.099,52.2,12.5,2011.76,2.56,0
23/7/2017,4.91,1.12,2.36,0.171,52.2,12.8,2006.39,0.84,0
24/7/2017,4.71,0.98,2.29,0.167,52.2,10.3,2003.74,2.81,0
25/7/2017,4.6,0.92,2.24,0.189,52.1,12.1,2009.23,5.89,0
26/7/2017,4.94,0.96,2.7,0.187,52.1,10.1,1981.65,-0.43,0
27/7/2017,4.84,1.05,2.08,0.255,51.9,11,2003.39,8.42,0
28/7/2017,4.67,1.08,1.89,0.063,52,10.9,2001.81,0.64,0
29/7/2017,4.52,0.81,2.3,0.344,51.7,9.7,2003.42,2.85,0
30/7/2017,4.94,1.02,2.17,0.31,51.7,10.4,2000.41,-1.83,0
31/7/2017,4.89,1.04,3.3,0.128,51.7,9.4,2005.61,4.86,0
1/8/2017,4.73,1,2.49,0.031,51.6,9.2,1995.55,3.13,0
2/8/2017,5.12,1.15,2.17,0.165,51.7,12,2012.59,4.41,0
3/8/2017,4.52,1.07,1.97,0.243,51.8,10,2006.03,0.16,0
4/8/2017,4.43,1.16,1.72,0.53,51.5,10.2,2002.8,-3.77,0
5/8/2017,4.59,1,1.98,0.331,51.5,6.5,1994.32,1.38,0
6/8/2017,4.71,1.12,2.32,0.099,51.2,10.1,2009.45,-5.09,0
7/8/2017,4.76,1.19,2.71,0.215,51.2,10.2,2003.37,-1.01,0
8/8/2017,4.65,1.16,2.62,0.281,51.2,8.2,1993.75,0.57,0
9/8/2017,4.77,0.92,2.35,0.315,50.9,13,2000.74,7.13,0
10/8/2017,4.44,1,2.19,0.161,51.1,4.1,2007.59,0.96,0
11/8/2017,4.97,0.99,2.36,0.281,51.2,10.1,2006.82,0.42,0
12/8/2017,4.66,1.08,2.13,0.224,51.1,9.9,2006.18,-0.19,0
13/8/2017,4.89,1.09,2.8,0.187,51.2,9.4,2002.23,-4.03,0
14/8/2017,4.73,0.94,2.22,0.325,51,8.5,2011.57,0.26,0
15/8/2017,4.75,1.03,2.25,0.377,50.9,9.2,2013.69,0.31,0
16/8/2017,4.76,0.82,1.61,0.384,50.7,9.7,2008.69,-2.91,0
17/8/2017,4.73,1.17,2.22,0.357,50.9,6.4,1995.44,-3.56,0
18/8/2017,4.77,0.98,2.53,0.25,50.9,8.3,1990.73,-1.44,0
19/8/2017,4.9,1.03,1.95,0.37,51,7.2,1995.88,0.19,0
20/8/2017,4.67,1,2.05,0.329,51,5.3,2020.85,-1.37,0
21/8/2017,4.76,1.14,2.51,0.31,51.1,8.8,2004.14,-3.15,0
22/8/2017,4.6,0.74,1.83,0.234,51.1,6.1,2022.58,0.87,0
23/8/2017,4.9,1.02,2.59,0.243,51.1,4.1,2000.12,1.62,0
24/8/2017,4.47,1.02,2.11,0.298,51.1,6,1998.74,0.36,0
25/8/2017,4.96,0.98,2.15,0.532,51,5.3,2000.58,-1.69,0
26/8/2017,4.59,1.2,1.93,0.315,51,8.9,2000.4,1.78,0
27/8/2017,4.3,0.94,2.38,0.22,51.1,7,1993.59,-0.57,0
28/8/2017,4.61,1.1,3,0.194,51.1,9.4,1989.84,-3.57,0
29/8/2017,4.44,1.06,2.5,0.224,50.9,5.2,2006.34,3.11,0
30/8/2017,4.74,1.15,2,0.487,50.8,8.2,2011.88,1.06,0
31/8/2017,4.44,0.96,2.6,0.224,50.9,12,2025.78,-0.36,0
1/9/2017,4.48,0.95,2.16,0.35,50.9,7,1997,-4.71,0
2/9/2017,4.18,1.14,2.67,0.216,50.9,7.9,1997.81,-2.23,0
3/9/2017,4.47,1.07,2.5,0.274,50.8,7.5,1993.62,6.06,0
4/9/2017,4.07,0.87,1.37,0.321,50.7,3.2,2012.6,-4.53,0
5/9/2017,4.23,0.97,1.95,0.179,50.6,7.1,2009.49,-0.75,0
6/9/2017,4.7,1.07,2.54,0.165,50.6,6.5,1992.57,-0.05,0
7/9/2017,4.7,1.11,2.3,0.389,50.5,5.3,1992.32,0.96,0
8/9/2017,4.62,0.96,1.94,0.314,50.6,4,2010.87,-4.49,0
9/9/2017,4.34,0.74,2.06,0.287,50.6,7.1,2005.18,0.52,0
10/9/2017,4.52,1.08,1.68,0.279,50.8,3.7,2008.93,-5.06,0
11/9/2017,4.53,0.9,2.22,0.239,50.9,9.8,1992.52,0.29,0
12/9/2017,4.3,0.83,2.91,0.387,50.6,5.7,1982.57,-1.96,0
13/9/2017,4.83,0.74,2.48,0.181,50.7,3,1992.6,-2.6,0
14/9/2017,4.7,1.11,2.9,0.226,50.6,4.4,2008.23,2.5,0
15/9/2017,4.48,1.04,2.5,0.014,50.6,4.8,2022.46,-0.71,0
16/9/2017,4.52,1,2.55,0.068,50.5,10.1,1997.06,1.42,0
17/9/2017,4.56,1.17,2.83,0.022,50.7,3.5,2024.11,1.52,0
18/9/2017,4.1,1.09,2.35,0.26,50.9,5,2009.66,3.81,0
19/9/2017,4.46,1.19,2.18,-0.132,50.8,4.1,1987.43,-3.62,0
20/9/2017,4.37,0.89,2.54,0.074,50.8,6.2,2003.5,2.76,0
21/9/2017,4.31,1.02,2.67,-0.195,50.8,4.1,2010,0.05,0
22/9/2017,4.45,0.87,2.08,0.011,50.9,2.8,1977.11,-1.13,0
23/9/2017,4.86,1,2.01,0.035,50.9,4.7,2007.81,-3.45,0
24/9/2017,4.63,1,2.27,0.213,50.8,4.5,2013.09,1.82,0
25/9/2017,4.39,1.09,2.47,0.104,50.7,3.9,2005.36,-2.77,0
26/9/2017,4.62,1.03,2.46,-0.029,50.7,4,2000.75,1.55,0
27/9/2017,4.78,1.09,1.79,0.151,50.9,7.4,1999.64,5.78,0
28/9/2017,4.69,1.1,2.79,0.036,50.9,4.4,1999.06,2.94,0
29/9/2017,4.51,1.24,2.02,0.027,50.8,2.7,1989.61,4.17,0
30/9/2017,4.37,1,2.13,-0.107,50.9,4.1,1994.5,-2.16,0
1/10/2017,4.64,0.93,1.94,-0.096,50.9,5.1,1997.21,2.29,0
2/10/2017,4.58,1.05,3.02,-0.09,50.9,2.3,2002.51,-3.43,0
3/10/2017,4.68,0.95,2.28,-0.013,51.2,8.3,1995.81,-0.7,0
4/10/2017,4.63,1.18,1.95,-0.02,51.2,6.8,1992.69,5.22,0
5/10/2017,4.71,1,2.46,0.116,51.2,7.9,2008.98,-1.82,0
6/10/2017,4.39,0.97,2.43,-0.01,51.2,5.8,2005.09,3.33,0
7/10/2017,4.77,0.98,2.15,-0.329,51.2,0.9,1995.99,3.05,0
8/10/2017,4.54,1.1,2.45,-0.042,51.2,8.1,2006.45,3.22,0
9/10/2017,4.92,1.01,1.95,-0.224,51.1,3.4,1996.85,-3.8,0
10/10/2017,4.37,0.96,2.05,-0.185,51.4,3.6,2002.02,1.58,0
11/10/2017,4.85,1.19,1.59,-0.179,51.3,5.5,2011.14,-0.47,0
12/10/2017,4.55,0.94,1.79,-0.174,51.4,7.9,1995.35,3.27,0
13/10/2017,4.38,1.03,2.73,-0.255,51.2,7.3,1989.67,-4.97,0
14/10/2017,4.42,1.09,2.68,-0.107,51.3,7.1,1999.94,1.1,0
15/10/2017,4.45,0.86,2.21,-0.277,51.4,4.7,1987.76,0.68,0
16/10/2017,4.6,1.08,2.68,-0.11,51.3,4.7,1998.62,-5.97,0
17/10/2017,4.62,0.92,2.13,0.069,51.1,6.1,1998.59,-2.66,0
18/10/2017,4.41,1.11,2.11,-0.296,51.1,5.2,1976.76,-5.49,0
19/10/2017,4.52,0.93,2.19,-0.2,51.1,7.3,2006.71,-2.18,0
20/10/2017,4.95,1.1,2.14,-0.432,51.1,7.2,1999.57,1.65,0
21/10/2017,4.87,1.14,2.11,-0.218,51.3,6.8,2013.22,0.59,0
22/10/2017,4.62,1.11,2.51,-0.132,51.3,0.6,2003.56,0.51,0
23/10/2017,4.54,1.05,2.21,-0.132,51.2,6,2008.76,-3.12,0
24/10/2017,4.56,1.01,2.38,-0.203,51.1,5.6,2013.31,3.36,0
25/10/2017,4.66,0.97,2.47,-0.129,51.1,6.2,2000.09,-0.06,0
26/10/2017,4.34,1.18,2.28,0.029,51.2,4.4,2001.4,0.1,0
27/10/2017,4.5,0.96,1.87,-0.061,51.1,3.4,1985.68,2.82,0
28/10/2017,4.22,0.92,1.75,-0.291,51.2,7,2013.81,-2.97,0
29/10/2017,4.64,1.09,2.2,-0.39,51.2,5.4,1999.96,0.69,0
30/10/2017,4.69,0.95,2.1,-0.291,51.2,7.4,1991.36,1.27,0
31/10/2017,4.47,0.93,2.18,-0.351,51.2,5,2008.81,-1.64,0
1/11/2017,4.88,0.88,2.14,-0.216,51.1,9.2,1979.62,1.96,0
2/11/2017,4.33,0.98,2.92,-0.384,50.9,8.5,1997.13,1.43,0
3/11/2017,4.28,1.02,1.75,-0.278,50.9,7.2,2010.5,-0.3,0
4/11/2017,4.63,1.05,1.55,-0.191,50.9,6.3,1997.04,-0.4,0
5/11/2017,4.8,1.12,2.24,-0.289,50.9,8.5,1994.24,1.57,0
6/11/2017,4.93,1.08,2.03,-0.377,51,7.7,1997.26,2.37,0
7/11/2017,4.5,1.01,2.23,-0.168,51,7.5,1981.33,0.19,0
8/11/2017,4.82,1.01,2.31,-0.477,51,9.2,2008.58,3.36,0
9/11/2017,4.6,1.08,2.52,-0.324,51,10.1,2000.2,1.98,0
10/11/2017,4.58,1.16,1.68,-0.298,50.8,4.8,1998.71,-5.37,0
11/11/2017,4.79,1.04,1.96,-0.294,50.8,5.3,1998.74,-4.21,0
12/11/2017,4.75,0.98,2.25,-0.279,50.8,6,2001.57,3.55,0
13/11/2017,4.31,0.93,2.35,-0.237,50.7,4.6,2007.97,-0.74,0
14/11/2017,4.93,0.88,2.78,-0.303,50.8,7.6,2000.91,0.49,0
15/11/2017,4.92,1.1,2.4,-0.337,50.7,9.1,1987.82,3.42,0
16/11/2017,4.52,1.09,2.1,-0.341,50.8,8,2007.19,-0.02,0
17/11/2017,4.73,1.09,1.85,-0.361,50.8,7.1,2006.43,0.11,0
18/11/2017,4.76,1.02,1.94,-0.22,50.8,10.5,2003.5,-2.61,0
19/11/2017,4.72,1.17,1.93,-0.363,50.9,8.7,2012.19,1.11,0
20/11/2017,4.56,0.98,2.3,-0.212,51,9.2,2001.75,1.76,0
21/11/2017,4.54,1.12,2.18,-0.294,50.8,11,2012.56,-1.73,0
22/11/2017,4.68,1.03,1.7,-0.346,50.9,8.5,2015.52,-2.77,0
23/11/2017,4.93,0.97,1.97,-0.229,51.1,13,2007.27,7.88,0
24/11/2017,4.81,1.09,2.36,-0.361,51,8.2,1993.97,-0.28,0
25/11/2017,4.63,1.07,2.2,-0.222,51,13.2,2000.14,-2.05,0
26/11/2017,4.87,1.06,2.26,-0.261,51,7.4,2013.84,2.12,0
27/11/2017,4.15,1.04,2.2,-0.338,50.8,10.5,1986.48,-0.15,0
28/11/2017,4.96,1.03,2.57,-0.222,50.7,8.3,1997.54,-3.26,0
29/11/2017,4.39,1.27,2.15,-0.216,50.6,12,1998.03,1.45,0
30/11/2017,4.67,1.15,1.96,-0.15,50.6,9,1992.81,-2.56,0
1/12/2017,4.52,1.1,1.8,-0.164,50.5,10.6,2010.19,4.73,0
2/12/2017,4.5,1.04,2.15,-0.206,50.4,8.9,2005.23,1.48,0
3/12/2017,5,1.13,1.34,-0.363,50.4,12.2,1994.35,-0.83,0
4/12/2017,4.68,1.08,2.02,0.001,50.4,9.2,2007.52,0.33,0
5/12/2017,4.85,1.03,2.01,-0.378,50.4,14,1999.88,2.71,0
6/12/2017,4.78,1,1.66,-0.136,50.5,8.8,1992.56,0.56,0
7/12/2017,4.89,1.02,1.78,-0.182,50.7,8.3,1994.34,6.37,0
8/12/2017,4.82,0.71,2.3,-0.335,50.8,13,2005.83,3.41,0
9/12/2017,4.55,1.05,2.13,-0.223,50.8,10.1,2010.86,1.46,0
10/12/2017,5.02,0.98,2.09,-0.211,50.8,11.4,1996.6,-2.81,0
11/12/2017,4.73,1.19,2.14,-0.065,50.8,11,2006.92,-0.44,0
12/12/2017,4.52,1.03,2.08,-0.259,50.8,9.2,2017.29,1.44,0
13/12/2017,4.76,0.91,2.42,-0.205,50.8,11.8,1988.89,-2.47,0
14/12/2017,5.15,1.02,2.08,-0.404,50.9,14.6,2005.03,3.88,0
15/12/2017,5.03,0.92,1.61,0.011,50.7,14.3,2009.78,-2.92,0
16/12/2017,4.8,1.08,2.53,-0.26,50.7,12.9,2000.53,-1.91,0
17/12/2017,4.81,1.06,2.15,-0.112,50.8,14.8,2013.86,-1.69,0
18/12/2017,4.82,1.13,1.86,-0.145,50.7,10.7,2023.47,2.23,0
19/12/2017,5.31,0.95,1.66,-0.136,50.7,12.3,2004.92,-2.41,0
20/12/2017,4.98,1.03,2.15,-0.036,50.7,13.9,1999.15,-5.4,0
21/12/2017,5,0.89,1.99,0.06,50.6,13,2011.26,3.26,0
22/12/2017,5.12,1.1,2.5,-0.072,50.7,13,2009.91,-1.33,0
23/12/2017,4.97,1.08,1.92,-0.022,50.6,11.2,1976.3,-3.21,0
24/12/2017,4.88,1.08,1.77,-0.045,50.7,9.6,2001.46,-2.26,0
25/12/2017,4.9,1.03,2.29,0.034,50.7,15.6,1997.55,5.15,0
26/12/2017,4.94,1.07,2.29,-0.104,50.6,14.6,2005.46,-1.97,0
27/12/2017,4.95,1.19,2.06,0.06,50.6,16.1,1999.56,-0.37,0
28/12/2017,5.11,1,2.21,0.074,50.5,13.6,2000.64,-1.34,0
29/12/2017,4.99,1.04,2,0.081,50.7,13.2,1992.87,-3.7,0
30/12/2017,5.13,0.92,2.07,-0.083,50.6,14.8,2008.84,-2.23,0
31/12/2017,4.98,0.94,2.35,-0.023,50.5,16.7,2018.05,-3.9,0
1/1/2018,5.02,1.04,2.19,0.028,50.4,14.7,1993.02,2.87,0
2/1/2018,4.61,1.14,1.95,-0.123,50.2,16.9,1987.53,0.3,0
3/1/2018,5.2,1,2.4,0.184,50.4,13.5,2001.7,7.45,0
4/1/2018,5.1,1.01,1.28,0.034,50.4,15.4,2001.22,-2.13,0
5/1/2018,5.24,0.99,2.6,0.074,50.5,15.7,2013.22,-2.58,0
6/1/2018,4.47,0.98,1.47,-0.002,50.4,18.5,1989.22,4.6,0
7/1/2018,5.47,1.06,1.8,-0.067,50.5,16.6,1996.13,3.17,0
8/1/2018,5.04,0.88,1.97,0.015,50.4,19.9,1980.03,1.15,0
9/1/2018,5.29,1.16,1.93,0.107,50.5,13.8,2015.26,-3.34,0
10/1/2018,4.87,0.96,2.28,0.163,50.4,17,2004.02,5.23,0
11/1/2018,5.21,1.1,1.66,0.121,50.3,17.2,1996.88,-0.22,0
12/1/2018,4.89,0.9,2.05,0.149,50.4,18.3,1988.29,-1.29,0
13/1/2018,4.98,1.1,1.79,0.09,50.5,15.6,1989.21,3.43,0
14/1/2018,5.5,1.1,2.05,0.183,50.6,20.8,2005.66,-0.07,0
15/1/2018,5.08,1.07,1.94,0.291,50.4,17.6,1990.45,-3.5,0
16/1/2018,5.17,0.93,1.99,0.222,50.4,15.5,2002.56,0.12,0
17/1/2018,5.31,1.06,1.79,0.241,50.4,17.9,2021.95,-2.34,0
18/1/2018,5.25,0.91,1.8,0.198,50.3,17.4,1998.05,-9.03,0
19/1/2018,5.19,1.01,2.04,0.027,50.5,23.8,1991.91,-2.65,0
20/1/2018,5.24,1.13,2.23,0.081,50.2,20.5,2005.35,-1.58,0
21/1/2018,5.65,1.11,1.77,0.239,50.2,18.6,1989.27,-3.47,0
22/1/2018,5.17,1.03,1.68,0.2,50.1,18.5,2018.73,1.73,0
23/1/2018,5.23,0.93,2.13,0.253,49.8,20.8,2015.57,-2.33,0
24/1/2018,5.41,1.1,1.93,0.384,49.7,21,1999.89,1.44,0
25/1/2018,5.42,1.03,2.19,0.296,49.7,13.3,1992.56,-3.7,0
26/1/2018,5.45,0.8,1.66,0.356,49.7,20.6,1997.28,2.73,0
27/1/2018,5.35,1.11,1.4,0.246,49.9,19.5,1998.58,-3.83,0
28/1/2018,5,1.03,1.77,0.162,50.1,17,2005.37,-7.02,0
29/1/2018,5.56,1.15,1.7,0.243,50.1,21.5,2011.94,3.71,0
30/1/2018,5.01,0.92,1.9,0.174,50.1,24.4,1991.18,-2.57,0
31/1/2018,5.31,0.71,1.73,0.415,50.1,21.2,2011.65,5.27,0
1/2/2018,5.11,1.06,2.14,0.344,49.9,22.4,2007.72,1.69,0
2/2/2018,5.25,1.06,1.83,0.321,49.7,24,1996.47,2.37,0
3/2/2018,5.34,0.86,1.96,0.397,49.7,18.9,1990.68,3.14,0
4/2/2018,5.34,0.93,1.96,0.076,49.8,17,2002.71,0.34,0
5/2/2018,5.37,1.31,1.97,0.34,49.8,22.1,1990.95,0.37,0
6/2/2018,5.62,1,1.9,0.154,49.7,20.5,2011.79,3.84,0
7/2/2018,5.39,1.1,2.06,0.287,49.8,18.3,1990.31,0.33,0
8/2/2018,5.26,0.97,1.66,0.26,50,21.1,2007.03,-2.18,0
9/2/2018,5.51,0.82,2.32,0.359,50.1,22.8,2000.75,1.76,0
10/2/2018,5.56,1.01,1.83,0.318,50.2,21.2,1995.95,-6.34,0
11/2/2018,5.08,1,1.5,0.431,50.1,20,2000.53,3.96,0
12/2/2018,5.45,0.99,1.95,0.238,50.2,21.3,2012.36,4.02,0
13/2/2018,5.48,1.02,1.64,0.37,50.2,21.8,1989.64,3.59,0
14/2/2018,5.29,1.06,2.09,0.316,50.3,18.1,1997.44,3.48,0
15/2/2018,5.63,1.02,2.55,0.136,50.3,21.8,1994.05,-0.25,0
16/2/2018,5.33,0.9,1.65,0.208,50.3,19.5,2001.18,-0.32,0
17/2/2018,5.39,1.08,1.98,0.284,50.2,23.7,1994.72,-3.69,0
18/2/2018,5.34,0.84,1.35,0.41,50.2,19.3,1983.89,5.24,0
19/2/2018,5.38,0.83,2.01,0.344,50.3,24.6,1991.02,-1.46,0
20/2/2018,5.16,1.11,1.61,0.179,50.3,21.9,2017.95,1.02,0
21/2/2018,5.1,1.08,1.68,0.28,50.4,21.7,2004.04,0.76,0
22/2/2018,5.71,1.03,1.54,0.494,50.4,23.5,2003.7,-4.02,0
23/2/2018,5.23,0.89,2.09,0.301,50.4,21.3,1998.75,-5.23,0
24/2/2018,5.2,0.96,2.17,0.254,50.6,23.7,2001.06,0.02,0
25/2/2018,4.98,1.01,1.87,0.332,50.5,21.8,1997.28,-1.36,0
26/2/2018,5.28,0.87,1.6,0.356,50.7,22.2,2006.85,-0.27,0
27/2/2018,5.15,0.96,2.33,0.23,50.7,24.2,2002.59,3.2,0
28/2/2018,5.75,1.1,1.63,0.322,50.7,21.2,1989.87,0.67,0
1/3/2018,5.63,1.17,1.2,0.234,50.6,21.1,2004.12,2.28,0
2/3/2018,5.29,0.99,1.99,0.334,50.6,24.2,1977,1.34,0
3/3/2018,5.89,1.11,1.52,0.274,50.6,23.7,2005.72,-0.95,0
4/3/2018,5.64,0.84,2.14,0.3,50.5,24.2,1987.49,-3.01,0
5/3/2018,5.38,1.1,1.73,0.17,50.4,24.6,2000.63,0.79,0
6/3/2018,4.95,0.95,2.02,0.158,50.4,24.1,1989.64,0.25,0
7/3/2018,5.91,1.06,2.26,0.328,50.4,25.3,2001.62,2.75,0
8/3/2018,5.18,1.01,1.48,0.219,50.6,24.3,2007.37,-0.45,0
9/3/2018,5.13,1.16,1.67,0.248,50.4,20.2,2016.62,-0.89,0
10/3/2018,5.67,0.94,1.81,0.182,50.6,20.8,1986.18,-0.69,0
11/3/2018,5.95,1.09,2.29,0.295,50.6,28.2,2011.35,-2.76,0
12/3/2018,5.74,1,1.63,0.137,50.5,24.4,2002.91,4.34,0
13/3/2018,5.58,1.02,1.65,0.176,50.6,26.4,1997.09,3.42,0
14/3/2018,5.59,1.01,1.97,0.26,50.5,23.8,2009.2,-3.64,0
15/3/2018,5.65,0.95,1.65,0.291,50.5,24.4,1999.24,2.41,0
16/3/2018,5.63,1.03,1.87,0.112,50.5,23.7,2008.78,-5.54,0
17/3/2018,5.54,1.03,1.35,0.352,50.4,29.6,1991.68,2.96,0
18/3/2018,5.5,1.06,2.48,0.178,50.5,25.2,1995.28,-2.09,0
19/3/2018,5.47,1.04,1.41,0.034,50.4,23.7,2011.04,1.08,0
20/3/2018,5.34,1.11,1.72,0.166,50.3,21.5,2016.46,-5.79,0
21/3/2018,5.43,1.12,1.8,0.081,50.3,28.8,2001.26,-3.6,0
22/3/2018,5.15,0.93,2.38,0.153,50.2,24.5,1973.74,1.41,0
23/3/2018,5.47,1.12,1.41,0.096,50.1,26.4,1999.62,-2.1,0
24/3/2018,5.3,0.91,2.4,0.098,50.2,26.6,2001.94,-2.52,0
25/3/2018,5.27,1.09,2.03,-0.011,50.1,24,1999.29,4.19,0
26/3/2018,5.53,1.09,1.93,0.17,49.9,26.3,2004.98,6.63,0
27/3/2018,5.78,0.84,1.5,-0.055,49.9,23.8,1996.85,2.81,0
28/3/2018,5.68,1.04,1.97,-0.061,49.9,23,2010.01,-3.28,0
29/3/2018,5.18,0.99,1.58,0.077,49.9,27.3,1989.95,5.29,0
30/3/2018,5.3,0.96,2.17,0.19,49.9,24.7,2013.99,-4.68,0
31/3/2018,5.69,1.17,1.5,-0.016,49.9,26,2017.12,-0.91,0
1/4/2018,5.3,0.97,1.76,0.079,49.8,25.8,1992.49,0.16,0
2/4/2018,5.46,0.95,1.62,0.106,50,26.3,1992.49,5.77,0
3/4/2018,5.61,1.04,1.49,0.07,49.8,21.9,2005.73,2.74,0
4/4/2018,5.31,1.1,2.01,-0.053,49.8,23.8,1989.76,-1.39,0
5/4/2018,5.52,1.02,1.94,-0.141,49.9,24.3,1996.7,-2.83,0
6/4/2018,5.23,1.15,2.14,-0.263,49.8,23.3,2012.66,3.01,0
7/4/2018,5.38,1.09,1.24,-0.079,49.7,25.8,2009.01,-1.6,0
8/4/2018,5.56,0.81,2.1,0.055,49.8,27.3,2021.44,0.65,0
9/4/2018,5.18,0.98,2.53,-0.185,49.7,27.6,2003.34,-4.11,0
10/4/2018,5.58,0.98,1.64,-0.013,49.7,24.2,1995.53,1.71,0
11/4/2018,5.49,1.08,2.34,-0.187,49.8,25.4,2002.15,1.47,0
12/4/2018,5.6,0.77,1.69,-0.092,49.8,25.7,2000.13,-3.72,0
13/4/2018,5.54,1.29,1.36,-0.041,49.6,26,2000.28,3.09,0
14/4/2018,5.76,1.09,1.68,-0.187,49.8,23,2001.4,1.66,0
15/4/2018,5.51,1.05,2.08,-0.114,49.7,28.4,1992.33,2.22,0
16/4/2018,5.4,1.15,1.51,-0.181,49.7,26.5,2004.47,-1.14,0
17/4/2018,5.51,1.27,1.58,-0.078,49.7,26.5,1987.56,0.54,0
18/4/2018,5.59,1.12,1.94,-0.134,49.8,27,1994.48,0.19,0
19/4/2018,5.49,1.13,1.76,-0.161,50,25.6,2000.46,-0.44,0
20/4/2018,5.48,1.05,1.93,-0.019,49.8,22.4,1979.06,0.51,0
21/4/2018,5.33,1.02,1.83,-0.117,49.9,24.1,2009.34,3.77,0
22/4/2018,5.34,0.99,1.9,-0.26,49.9,21.1,1981.12,3.22,0
23/4/2018,5.19,0.95,1.62,-0.208,49.9,25.1,2008.35,-3.55,0
24/4/2018,5.81,0.96,1.82,-0.214,50,23.9,1988.73,2.96,0
25/4/2018,5.21,0.9,1.47,-0.206,50.1,24.1,1997.61,3.57,0
26/4/2018,5.32,1.03,2.14,0.031,50,26.5,2006.85,-0.45,0
